ID,Label
10311,1
10312,1
10313,1
10314,1
10315,1
10316,1
10317,1
10318,0
10319,1
10320,0
10321,0
10322,0
10323,1
10324,0
10325,0
10326,1
10327,0
10328,1
10329,0
10330,1
10331,0
10332,0
10333,0
10334,0
10335,1
10336,1
10337,1
10338,1
10339,0
10340,1
10341,0
10342,1
10343,1
10344,0
10345,0
10346,1
10347,0
10348,1
10349,0
10350,1
10351,0
10352,1
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,1
10361,1
10362,0
10363,1
10364,1
10365,1
10366,0
10367,1
10368,0
10369,0
10370,0
10371,1
10372,1
10373,0
10374,0
10375,0
10376,1
10377,0
10378,1
10379,1
10380,0
10381,1
10382,1
10383,1
10384,1
10385,1
10386,0
10387,0
10388,0
10389,1
10390,1
10391,1
10392,1
10393,1
10394,1
10395,1
10396,1
10397,1
10398,0
10399,0
10400,0
10401,1
10402,0
10403,0
10404,1
10405,1
10406,0
10407,1
10408,1
10409,0
10410,1
10411,1
10412,1
10413,0
10414,0
10415,0
10416,1
10417,1
10418,0
10419,0
10420,1
10421,1
10422,1
10423,1
10424,0
10425,1
10426,1
10427,1
10428,1
10429,1
10430,0
10431,1
10432,1
10433,1
10434,0
10435,0
10436,1
10437,0
10438,1
10439,0
10440,1
10441,0
10442,1
10443,0
10444,0
10445,1
10446,0
10447,1
10448,1
10449,1
10450,0
10451,1
10452,1
10453,1
10454,1
10455,1
10456,1
10457,1
10458,0
10459,0
10460,0
10461,1
10462,1
10463,1
10464,1
10465,1
10466,0
10467,1
10468,1
10469,0
10470,1
10471,1
10472,1
10473,0
10474,0
10475,0
10476,1
10477,1
10478,1
10479,1
10480,0
10481,0
10482,0
10483,1
10484,0
10485,1
10486,0
10487,1
10488,1
10489,1
10490,0
10491,1
10492,1
10493,1
10494,1
10495,0
10496,0
10497,0
10498,1
10499,0
10500,1
10501,1
10502,0
10503,1
10504,1
10505,1
10506,1
10507,1
10508,1
10509,1
10510,1
10511,1
10512,0
10513,1
10514,0
10515,1
10516,1
10517,1
10518,1
10519,0
10520,1
10521,1
10522,1
10523,0
10524,1
10525,1
10526,0
10527,1
10528,1
10529,1
10530,1
10531,1
10532,1
10533,0
10534,0
10535,1
10536,1
10537,1
10538,1
10539,1
10540,0
10541,0
10542,0
10543,1
10544,1
10545,0
10546,1
10547,1
10548,1
10549,1
10550,1
10551,0
10552,0
10553,0
10554,0
10555,1
10556,0
10557,1
10558,0
10559,0
10560,0
10561,1
10562,1
10563,1
10564,0
10565,0
10566,1
10567,1
10568,1
10569,0
10570,1
10571,1
10572,1
10573,0
10574,1
10575,0
10576,1
10577,0
10578,1
10579,0
10580,1
10581,1
10582,1
10583,1
10584,1
10585,0
10586,1
10587,0
10588,0
10589,1
10590,1
10591,1
10592,0
10593,0
10594,0
10595,0
10596,0
10597,1
10598,1
10599,1
10600,1
10601,1
10602,1
10603,0
10604,1
10605,1
10606,0
10607,1
10608,1
10609,1
10610,0
10611,0
10612,1
10613,0
10614,1
10615,1
10616,1
10617,0
10618,0
10619,1
10620,1
10621,1
10622,1
10623,1
10624,1
10625,1
10626,1
10627,0
10628,1
10629,0
10630,0
10631,0
10632,1
10633,1
10634,1
10635,1
10636,0
10637,1
10638,0
10639,0
10640,1
10641,1
10642,1
10643,1
10644,0
10645,0
10646,1
10647,1
10648,1
10649,1
10650,1
10651,0
10652,1
10653,1
10654,1
10655,0
10656,0
10657,1
10658,1
10659,0
10660,1
10661,1
10662,1
10663,1
10664,1
10665,1
10666,1
10667,1
10668,1
10669,1
10670,1
10671,1
10672,1
10673,1
10674,1
10675,0
10676,1
10677,1
10678,1
10679,0
10680,1
10681,1
10682,1
10683,1
10684,0
10685,1
10686,0
10687,1
10688,0
10689,0
10690,1
10691,0
10692,0
10693,0
10694,1
10695,0
10696,1
10697,1
10698,0
10699,1
10700,1
10701,1
10702,1
10703,0
10704,1
10705,1
10706,1
10707,1
10708,1
10709,1
10710,0
10711,1
10712,1
10713,1
10714,0
10715,1
10716,0
10717,1
10718,0
10719,0
10720,0
10721,1
10722,0
10723,1
10724,0
10725,0
10726,0
10727,1
10728,1
10729,0
10730,1
10731,0
10732,1
10733,1
10734,1
10735,1
10736,0
10737,1
10738,1
10739,1
10740,1
10741,1
10742,0
10743,0
10744,0
10745,1
10746,0
10747,1
10748,1
10749,1
10750,0
10751,1
10752,1
10753,0
10754,0
10755,0
10756,1
10757,1
10758,1
10759,0
10760,1
10761,0
10762,0
10763,1
10764,0
10765,1
10766,0
10767,1
10768,1
10769,1
10770,1
10771,0
10772,1
10773,1
10774,1
10775,1
10776,1
10777,1
10778,1
10779,1
10780,1
10781,0
10782,0
10783,1
10784,1
10785,0
10786,1
10787,0
10788,1
10789,1
10790,1
10791,1
10792,1
10793,1
10794,1
10795,1
10796,1
10797,1
10798,1
10799,1
10800,1
10801,1
10802,1
10803,0
10804,0
10805,0
10806,0
10807,1
10808,1
10809,1
10810,0
10811,0
10812,1
10813,1
10814,1
10815,1
10816,1
10817,1
10818,0
10819,0
10820,0
10821,1
10822,0
10823,1
10824,0
10825,1
10826,0
10827,1
10828,0
10829,1
10830,0
10831,0
10832,1
10833,0
10834,1
10835,0
10836,1
10837,1
10838,1
10839,1
10840,1
10841,1
10842,0
10843,1
10844,0
10845,1
10846,0
10847,1
10848,0
10849,0
10850,0
10851,0
10852,1
10853,0
10854,1
10855,0
10856,1
10857,0
10858,0
10859,0
10860,1
10861,0
10862,0
10863,0
10864,0
10865,0
10866,1
10867,0
10868,0
10869,0
10870,0
10871,1
10872,1
10873,0
10874,0
10875,1
10876,1
10877,1
10878,1
10879,1
10880,1
10881,1
10882,1
10883,0
10884,0
10885,1
10886,1
10887,1
10888,0
10889,1
10890,1
10891,0
10892,1
10893,0
10894,1
10895,1
10896,0
10897,1
10898,0
10899,0
10900,1
10901,0
10902,0
10903,0
10904,1
10905,1
10906,1
10907,0
10908,0
10909,0
10910,1
10911,1
10912,0
10913,1
10914,1
10915,1
10916,0
10917,1
10918,1
10919,0
10920,0
10921,0
10922,1
10923,0
10924,0
10925,0
10926,1
10927,1
10928,0
10929,0
10930,1
10931,0
10932,0
10933,1
10934,0
10935,1
10936,0
10937,0
10938,1
10939,1
10940,0
10941,1
10942,0
10943,0
10944,1
10945,1
10946,1
10947,1
10948,0
10949,0
10950,0
10951,1
10952,1
10953,1
10954,0
10955,0
10956,0
10957,0
10958,1
10959,0
10960,0
10961,0
10962,1
10963,0
10964,1
10965,1
10966,0
10967,1
10968,1
10969,0
10970,0
10971,1
10972,1
10973,1
10974,1
10975,0
10976,0
10977,1
10978,0
10979,1
10980,0
10981,1
10982,1
10983,1
10984,1
10985,0
10986,0
10987,0
10988,1
10989,0
10990,1
10991,0
10992,1
10993,0
10994,0
10995,1
10996,0
10997,1
10998,1
10999,0
11000,1
11001,1
11002,1
11003,1
11004,0
11005,0
11006,1
11007,0
11008,0
11009,1
11010,1
11011,1
11012,1
11013,0
11014,1
11015,1
11016,0
11017,0
11018,0
11019,0
11020,1
11021,1
11022,1
11023,1
11024,1
11025,0
11026,1
11027,1
11028,1
11029,0
11030,0
11031,0
11032,1
11033,1
11034,0
11035,0
11036,0
11037,1
11038,1
11039,1
11040,1
11041,0
11042,0
11043,1
11044,1
11045,1
11046,1
11047,0
11048,0
11049,1
11050,1
11051,0
11052,0
11053,0
11054,1
11055,0
11056,1
11057,1
11058,0
11059,0
11060,1
11061,1
11062,1
11063,0
11064,1
11065,1
11066,0
11067,0
11068,0
11069,0
11070,1
11071,1
11072,1
11073,1
11074,1
11075,1
11076,0
11077,1
11078,1
11079,1
11080,1
11081,1
11082,1
11083,1
11084,0
11085,1
11086,1
11087,0
11088,0
11089,1
11090,0
11091,1
11092,0
11093,1
11094,1
11095,1
11096,0
11097,1
11098,0
11099,1
11100,1
11101,1
11102,1
11103,1
11104,1
11105,1
11106,0
11107,0
11108,0
11109,0
11110,0
11111,1
11112,1
11113,0
11114,0
11115,0
11116,1
11117,1
11118,0
11119,1
11120,0
11121,1
11122,1
11123,0
11124,0
11125,0
11126,1
11127,1
11128,1
11129,1
11130,1
11131,0
11132,1
11133,1
11134,1
11135,1
11136,0
11137,0
11138,0
11139,1
11140,1
11141,1
11142,1
11143,1
11144,0
11145,1
11146,1
11147,0
11148,1
11149,0
11150,1
11151,1
11152,0
11153,0
11154,1
11155,0
11156,1
11157,1
11158,1
11159,1
11160,0
11161,0
11162,1
11163,0
11164,1
11165,0
11166,0
11167,0
11168,1
11169,1
11170,1
11171,1
11172,0
11173,1
11174,1
11175,1
11176,1
11177,1
11178,1
11179,0
11180,1
11181,1
11182,1
11183,0
11184,0
11185,0
11186,1
11187,1
11188,1
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,0
11196,1
11197,1
11198,1
11199,1
11200,1
11201,1
11202,1
11203,1
11204,0
11205,1
11206,0
11207,0
11208,1
11209,0
11210,1
11211,1
11212,0
11213,1
11214,1
11215,1
11216,1
11217,1
11218,0
11219,0
11220,0
11221,1
11222,0
11223,1
11224,0
11225,0
11226,0
11227,1
11228,1
11229,1
11230,0
11231,1
11232,1
11233,1
11234,1
11235,0
11236,0
11237,0
11238,1
11239,0
11240,1
11241,1
11242,1
11243,1
11244,1
11245,0
11246,0
11247,1
11248,1
11249,0
11250,1
11251,1
11252,0
11253,1
11254,1
11255,1
11256,1
11257,1
11258,1
11259,1
11260,0
11261,0
11262,1
11263,0
11264,0
11265,1
11266,0
11267,1
11268,0
11269,1
11270,0
11271,1
11272,0
11273,0
11274,0
11275,1
11276,1
11277,1
11278,0
11279,1
11280,1
11281,0
11282,1
11283,0
11284,1
11285,1
11286,0
11287,0
11288,1
11289,1
11290,1
11291,1
11292,0
11293,0
11294,1
11295,0
11296,1
11297,1
11298,1
11299,1
11300,1
11301,0
11302,1
11303,1
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
11310,0
11311,1
11312,0
11313,1
11314,1
11315,1
11316,0
11317,0
11318,1
11319,0
11320,1
11321,0
11322,1
11323,0
11324,1
11325,0
11326,0
11327,1
11328,1
11329,0
11330,0
11331,1
11332,0
11333,0
11334,0
11335,1
11336,0
11337,1
11338,0
11339,0
11340,0
11341,1
11342,0
11343,1
11344,1
11345,0
11346,0
11347,1
11348,0
11349,0
11350,1
11351,1
11352,1
11353,1
11354,1
11355,1
11356,0
11357,1
11358,1
11359,1
11360,1
11361,0
11362,1
11363,1
11364,1
11365,0
11366,1
11367,1
11368,1
11369,0
11370,0
11371,1
11372,0
11373,1
11374,0
11375,1
11376,0
11377,1
11378,1
11379,1
11380,1
11381,0
11382,1
11383,1
11384,1
11385,0
11386,0
11387,1
11388,0
11389,0
11390,1
11391,1
11392,1
11393,1
11394,1
11395,0
11396,1
11397,1
11398,0
11399,0
11400,1
11401,1
11402,0
11403,1
11404,0
11405,1
11406,1
11407,1
11408,1
11409,1
11410,0
11411,1
11412,0
11413,0
11414,0
11415,1
11416,1
11417,0
11418,1
11419,1
11420,1
11421,1
11422,0
11423,1
11424,1
11425,1
11426,1
11427,1
11428,0
11429,1
11430,0
11431,0
11432,0
11433,1
11434,1
11435,1
11436,1
11437,1
11438,1
11439,1
11440,1
11441,0
11442,1
11443,0
11444,0
11445,1
11446,0
11447,1
11448,1
11449,1
11450,1
11451,1
11452,1
11453,1
11454,0
11455,1
11456,0
11457,1
11458,1
11459,1
11460,0
11461,1
11462,0
11463,0
11464,1
11465,0
11466,1
11467,1
11468,1
11469,1
11470,0
11471,1
11472,1
11473,1
11474,0
11475,0
11476,1
11477,1
11478,1
11479,1
11480,1
11481,1
11482,0
11483,1
11484,1
11485,1
11486,1
11487,0
11488,1
11489,1
11490,0
11491,1
11492,1
11493,1
11494,0
11495,0
11496,0
11497,1
11498,0
11499,0
11500,1
11501,1
11502,1
11503,1
11504,1
11505,0
11506,1
11507,0
11508,1
11509,0
11510,1
11511,1
11512,0
11513,1
11514,0
11515,1
11516,1
11517,1
11518,1
11519,0
11520,0
11521,1
11522,1
11523,1
11524,1
11525,0
11526,1
11527,0
11528,0
11529,1
11530,1
11531,0
11532,0
11533,1
11534,1
11535,1
11536,0
11537,1
11538,1
11539,1
11540,0
11541,1
11542,1
11543,1
11544,0
11545,1
11546,1
11547,1
11548,1
11549,1
11550,1
11551,0
11552,1
11553,1
11554,1
11555,0
11556,0
11557,1
11558,1
11559,1
11560,1
11561,1
11562,1
11563,0
11564,0
11565,0
11566,0
11567,1
11568,1
11569,0
11570,1
11571,0
11572,0
11573,1
11574,0
11575,1
11576,1
11577,1
11578,1
11579,1
11580,1
11581,1
11582,0
11583,1
11584,1
11585,0
11586,1
11587,1
11588,1
11589,0
11590,0
11591,1
11592,1
11593,1
11594,0
11595,1
11596,1
11597,0
11598,1
11599,1
11600,1
11601,1
11602,0
11603,0
11604,0
11605,0
11606,1
11607,1
11608,1
11609,1
11610,0
11611,1
11612,1
11613,0
11614,0
11615,0
11616,0
11617,1
11618,0
11619,1
11620,1
11621,1
11622,1
11623,0
11624,1
11625,0
11626,0
11627,1
11628,1
11629,1
11630,1
11631,1
11632,0
11633,1
11634,1
11635,1
11636,0
11637,1
11638,1
11639,1
11640,0
11641,1
11642,0
11643,0
11644,1
11645,0
11646,1
11647,1
11648,0
11649,0
11650,0
11651,0
11652,1
11653,1
11654,0
11655,0
11656,1
11657,1
11658,1
11659,1
11660,1
11661,1
11662,1
11663,0
11664,1
11665,0
11666,0
11667,1
11668,0
11669,0
11670,1
11671,1
11672,1
11673,1
11674,1
11675,1
11676,1
11677,1
11678,1
11679,1
11680,0
11681,0
11682,1
11683,0
11684,1
11685,0
11686,1
11687,1
11688,1
11689,1
11690,0
11691,1
11692,0
11693,1
11694,1
11695,1
11696,1
11697,1
11698,1
11699,0
11700,1
11701,1
11702,0
11703,0
11704,1
11705,1
11706,0
11707,1
11708,0
11709,1
11710,1
11711,1
11712,0
11713,1
11714,0
11715,0
11716,0
11717,1
11718,1
11719,1
11720,0
11721,0
11722,0
11723,0
11724,0
11725,1
11726,1
11727,1
11728,0
11729,0
11730,1
11731,1
11732,0
11733,0
11734,1
11735,0
11736,1
11737,1
11738,1
11739,0
11740,0
11741,1
11742,0
11743,0
11744,1
11745,1
11746,1
11747,0
11748,1
11749,1
11750,0
11751,1
11752,1
11753,1
11754,1
11755,1
11756,1
11757,1
11758,0
11759,1
11760,1
11761,0
11762,0
11763,1
11764,1
11765,1
11766,0
11767,1
11768,1
11769,0
11770,1
11771,0
11772,1
11773,1
11774,1
11775,1
11776,0
11777,0
11778,1
11779,1
11780,1
11781,0
11782,1
11783,1
11784,1
11785,0
11786,1
11787,0
11788,0
11789,0
11790,1
11791,0
11792,1
11793,1
11794,0
11795,0
11796,0
11797,1
11798,1
11799,0
11800,1
11801,1
11802,1
11803,1
11804,0
11805,1
11806,0
11807,1
11808,0
11809,1
11810,1
11811,0
11812,1
11813,1
11814,1
11815,1
11816,1
11817,1
11818,1
11819,1
11820,1
11821,1
11822,0
11823,0
11824,1
11825,1
11826,1
11827,1
11828,1
11829,0
11830,1
11831,1
11832,0
11833,1
11834,0
11835,1
11836,0
11837,1
11838,0
11839,0
11840,0
11841,1
11842,1
11843,0
11844,0
11845,1
11846,1
11847,1
11848,1
11849,1
11850,1
11851,1
11852,1
11853,0
11854,1
11855,1
11856,1
11857,0
11858,0
11859,0
11860,0
11861,1
11862,1
11863,1
11864,1
11865,0
11866,1
11867,0
11868,0
11869,1
11870,1
11871,0
11872,1
11873,0
11874,1
11875,0
11876,0
11877,1
11878,0
11879,1
11880,1
11881,1
11882,0
11883,1
11884,1
11885,0
11886,0
11887,1
11888,0
11889,1
11890,0
11891,0
11892,1
11893,1
11894,0
11895,1
11896,1
11897,0
11898,0
11899,0
11900,0
11901,0
11902,1
11903,0
11904,0
11905,1
11906,1
11907,0
11908,1
11909,0
11910,1
11911,0
11912,1
11913,1
11914,1
11915,0
11916,1
11917,1
11918,1
11919,1
11920,0
11921,1
11922,1
11923,1
11924,0
11925,1
11926,0
11927,1
11928,1
11929,0
11930,1
11931,1
11932,1
11933,1
11934,1
11935,1
11936,1
11937,0
11938,1
11939,1
11940,1
11941,1
11942,1
11943,1
11944,1
11945,1
11946,0
11947,1
11948,1
11949,1
11950,1
11951,1
11952,0
11953,1
11954,1
11955,1
11956,1
11957,1
11958,1
11959,1
11960,1
11961,1
11962,0
11963,1
11964,1
11965,1
11966,0
11967,1
11968,0
11969,1
11970,0
11971,0
11972,0
11973,1
11974,1
11975,0
11976,1
11977,1
11978,1
11979,1
11980,1
11981,0
11982,0
11983,1
11984,0
11985,1
11986,1
11987,0
11988,1
11989,1
11990,1
11991,1
11992,1
11993,1
11994,1
11995,1
11996,0
11997,1
11998,1
11999,0
12000,0
12001,1
12002,0
12003,1
12004,0
12005,0
12006,1
12007,1
12008,0
12009,1
12010,1
12011,1
12012,1
12013,1
12014,1
12015,0
12016,0
12017,1
12018,0
12019,0
12020,0
12021,1
12022,1
12023,1
12024,1
12025,1
12026,1
12027,1
12028,0
12029,0
12030,1
12031,0
12032,0
12033,1
12034,0
12035,1
12036,1
12037,0
12038,0
12039,0
12040,0
12041,1
12042,0
12043,0
12044,1
12045,1
12046,1
12047,1
12048,1
12049,1
12050,1
12051,1
12052,1
12053,0
12054,1
12055,0
12056,0
12057,1
12058,1
12059,1
12060,0
12061,1
12062,1
12063,1
12064,1
12065,1
12066,0
12067,0
12068,1
12069,0
12070,0
12071,1
12072,1
12073,0
12074,1
12075,1
12076,1
12077,1
12078,1
12079,0
12080,1
12081,1
12082,0
12083,1
12084,1
12085,0
12086,0
12087,1
12088,0
12089,1
12090,1
12091,1
12092,1
12093,1
12094,1
12095,0
12096,1
12097,1
12098,1
12099,0
12100,1
12101,0
12102,1
12103,1
12104,1
12105,0
12106,0
12107,0
12108,0
12109,1
12110,0
12111,1
12112,1
12113,1
12114,1
12115,1
12116,0
12117,1
12118,0
12119,0
12120,0
12121,1
12122,1
12123,0
12124,0
12125,0
12126,0
12127,1
12128,1
12129,0
12130,1
12131,0
12132,1
12133,1
12134,1
12135,1
12136,1
12137,0
12138,1
12139,1
12140,0
12141,1
12142,0
12143,1
12144,1
12145,1
12146,1
12147,1
12148,1
12149,0
12150,1
12151,1
12152,0
12153,0
12154,1
12155,1
12156,1
12157,0
12158,1
12159,1
12160,0
12161,1
12162,1
12163,0
12164,1
12165,1
12166,1
12167,1
12168,0
12169,0
12170,1
12171,1
12172,0
12173,0
12174,0
12175,1
12176,1
12177,0
12178,1
12179,1
12180,0
12181,0
12182,1
12183,0
12184,0
12185,1
12186,1
12187,0
12188,1
12189,1
12190,0
12191,0
12192,1
12193,1
12194,1
12195,1
12196,1
12197,1
12198,1
12199,1
12200,1
12201,1
12202,1
12203,1
12204,1
12205,1
12206,1
12207,1
12208,0
12209,0
12210,0
12211,1
12212,1
12213,1
12214,1
12215,1
12216,1
12217,0
12218,1
12219,1
12220,0
12221,1
12222,0
12223,1
12224,0
12225,1
12226,1
12227,1
12228,1
12229,0
12230,1
12231,1
12232,1
12233,0
12234,0
12235,1
12236,0
12237,0
12238,0
12239,1
12240,0
12241,1
12242,1
12243,1
12244,1
12245,0
12246,1
12247,1
12248,1
12249,0
12250,0
12251,1
12252,0
12253,1
12254,0
12255,1
12256,1
12257,1
12258,0
12259,0
12260,1
12261,0
12262,1
12263,1
12264,1
12265,0
12266,1
12267,1
12268,1
12269,1
12270,1
12271,0
12272,1
12273,1
12274,1
12275,1
12276,1
12277,1
12278,0
12279,0
12280,1
12281,0
12282,1
12283,1
12284,1
12285,1
12286,1
12287,0
12288,1
12289,0
12290,0
12291,1
12292,1
12293,1
12294,1
12295,1
12296,1
12297,0
12298,1
12299,0
12300,1
12301,0
12302,1
12303,1
12304,1
12305,1
12306,1
12307,1
12308,1
12309,1
12310,1
12311,1
12312,1
12313,0
12314,0
12315,0
12316,1
12317,1
12318,1
12319,0
12320,0
12321,1
12322,0
12323,1
12324,1
12325,1
12326,0
12327,1
12328,0
12329,0
12330,1
12331,1
12332,1
12333,0
12334,1
12335,0
12336,1
12337,1
12338,1
12339,0
12340,1
12341,0
12342,1
12343,1
12344,1
12345,1
12346,1
12347,1
12348,1
12349,1
12350,0
12351,0
12352,1
12353,1
12354,1
12355,1
12356,1
12357,0
12358,1
12359,0
12360,0
12361,0
12362,0
12363,0
12364,1
12365,1
12366,1
12367,1
12368,1
12369,1
12370,0
12371,1
12372,1
12373,0
12374,0
12375,0
12376,1
12377,0
12378,0
12379,1
12380,0
12381,1
12382,0
12383,1
12384,0
12385,1
12386,0
12387,1
12388,1
12389,0
12390,0
12391,1
12392,1
12393,1
12394,1
12395,0
12396,1
12397,0
12398,0
12399,1
12400,1
12401,0
12402,1
12403,0
12404,1
12405,1
12406,1
12407,0
12408,0
12409,1
12410,0
12411,1
12412,0
12413,1
12414,0
12415,1
12416,1
12417,1
12418,0
12419,1
12420,1
12421,1
12422,0
12423,1
12424,1
12425,1
12426,1
12427,1
12428,0
12429,1
12430,1
12431,0
12432,0
12433,1
12434,1
12435,1
12436,1
12437,0
12438,1
12439,1
12440,0
12441,1
12442,1
12443,0
12444,0
12445,1
12446,0
12447,1
12448,1
12449,0
12450,1
12451,0
12452,1
12453,0
12454,0
12455,0
12456,1
12457,0
12458,0
12459,1
12460,1
12461,0
12462,1
12463,1
12464,1
12465,1
12466,1
12467,0
12468,1
12469,0
12470,1
12471,1
12472,1
12473,0
12474,0
12475,0
12476,0
12477,1
12478,1
12479,1
12480,1
12481,0
12482,1
12483,0
12484,0
12485,1
12486,0
12487,1
12488,0
12489,1
12490,1
12491,1
12492,1
12493,1
12494,1
12495,0
12496,0
12497,0
12498,0
12499,1
12500,1
12501,1
12502,1
12503,1
12504,0
12505,1
12506,1
12507,1
12508,0
12509,1
12510,1
12511,0
12512,1
12513,1
12514,1
12515,1
12516,0
12517,0
12518,1
12519,0
12520,0
12521,0
12522,0
12523,0
12524,1
12525,0
12526,1
12527,0
12528,1
12529,0
12530,1
12531,0
12532,0
12533,1
12534,0
12535,1
12536,1
12537,0
12538,1
12539,0
12540,0
12541,0
12542,1
12543,1
12544,1
12545,0
12546,0
12547,1
12548,1
12549,0
12550,0
12551,1
12552,1
12553,1
12554,0
12555,1
12556,0
12557,1
12558,1
12559,0
12560,0
12561,0
12562,0
12563,0
12564,1
12565,1
12566,1
12567,1
12568,1
12569,1
12570,1
12571,0
12572,1
12573,1
12574,1
12575,0
12576,0
12577,1
12578,1
12579,1
12580,1
12581,1
12582,1
12583,0
12584,1
12585,1
12586,1
12587,1
12588,1
12589,0
12590,1
12591,1
12592,1
12593,1
12594,1
12595,0
12596,1
12597,1
12598,1
12599,1
12600,0
12601,0
12602,0
12603,1
12604,1
12605,1
12606,1
12607,1
12608,0
12609,0
12610,1
12611,0
12612,1
12613,1
12614,1
12615,0
12616,0
12617,1
12618,0
12619,1
12620,0
12621,0
12622,1
12623,1
12624,1
12625,1
12626,1
12627,0
12628,1
12629,1
12630,1
12631,1
12632,0
12633,0
12634,1
12635,0
12636,0
12637,0
12638,1
12639,1
12640,1
12641,1
12642,1
12643,1
12644,0
12645,1
12646,0
12647,0
12648,0
12649,0
12650,1
12651,0
12652,0
12653,0
12654,0
12655,1
12656,1
12657,1
12658,0
12659,0
12660,1
12661,1
12662,0
12663,1
12664,1
12665,0
12666,1
12667,0
12668,1
12669,1
12670,0
12671,1
12672,1
12673,1
12674,1
12675,1
12676,1
12677,0
12678,0
12679,0
12680,0
12681,1
12682,1
12683,1
12684,0
12685,1
12686,1
12687,1
12688,0
12689,0
12690,1
12691,0
12692,1
12693,0
12694,0
12695,0
12696,1
12697,0
12698,1
12699,0
12700,0
12701,1
12702,0
12703,0
12704,1
12705,1
12706,1
12707,0
12708,1
12709,1
12710,1
12711,1
12712,1
12713,1
12714,1
12715,0
12716,1
12717,1
12718,0
12719,1
12720,0
12721,0
12722,0
12723,0
12724,1
12725,0
12726,1
12727,0
12728,1
12729,1
12730,1
12731,0
12732,1
12733,1
12734,1
12735,0
12736,0
12737,1
12738,0
12739,0
12740,1
12741,1
12742,1
12743,0
12744,0
12745,1
12746,1
12747,1
12748,1
12749,1
12750,0
12751,1
12752,1
12753,1
12754,1
12755,1
12756,0
12757,0
12758,1
12759,1
12760,1
12761,1
12762,0
12763,0
12764,0
12765,0
12766,1
12767,0
12768,0
12769,0
12770,0
12771,0
12772,1
12773,0
12774,0
12775,0
12776,1
12777,1
12778,0
12779,1
12780,0
12781,1
12782,1
12783,0
12784,0
12785,0
12786,1
12787,1
12788,1
12789,1
12790,1
12791,1
12792,0
12793,1
12794,0
12795,1
12796,0
12797,0
